id,class,kind,in_set,four_way,a_in_degree,b_wdegree,c_in_wdeg,c_out_wdeg,place_in,community,label
S0826,S,book,True,III_book_entry,1,0,0,0,0,7,כללי ההוראה
S0827,S,book,True,III_book_entry,1,18,1,0,0,5,כללי חכמת הקבלה
S0829,S,book,True,III_book_entry,1,17,2,0,0,3,"כללי הרא""ש"
S0834,S,book,True,III_book_entry,1,18,1,0,0,5,"כללי הש""ס"
S0836,S,book,True,III_book_entry,1,72,3,0,0,0,"כללי התלמוד להרמב""ם"
S0838,S,book,True,III_book_entry,1,18,2,0,0,5,ס' הכנויים (הוא ס' ערכי הכנויים
S0841,S,book,True,III_book_entry,1,27,4,0,0,2,כנף רננים
S0842,S,book,True,III_book_entry,1,3,0,2,0,3,כנף רננים
S0844,S,book,True,III_book_entry,1,1,0,1,0,7,כסא אליהו
S0848,S,book,True,III_book_entry,1,11,0,0,0,11,כסף מזוקק
S0850,S,book,True,III_book_entry,1,0,0,0,0,9,כסף נבחר
S0851,S,book,True,III_book_entry,1,11,0,0,0,11,כסף נבחר
S0852,S,book,True,III_book_entry,1,11,0,0,0,5,כסף נמאס
S0853,S,book,True,III_book_entry,1,11,0,0,0,12,כסף צרוף
S0861,S,book,True,III_book_entry,1,0,0,0,0,2,כרסיא דאליהו
S0865,S,book,True,III_book_entry,1,7,1,2,0,4,ס' כתובה
S0866,S,book,True,III_book_entry,1,31,1,0,0,17,כתות החכמים
S0867,S,book,True,III_book_entry,1,8,1,2,0,2,כתם פז
S0869,S,book,True,III_book_entry,1,0,0,0,0,4,כתונת פסים
S0875,S,book,True,III_book_entry,1,8,1,0,0,3,כתר שם טוב
S0878,S,book,True,III_book_entry,1,1,0,0,0,7,לא הביט און ביעקב
S0879,S,book,True,III_book_entry,1,0,1,0,0,3,לב אבות
S0880,S,book,True,III_book_entry,1,14,1,2,0,5,לב אהרן
S0885,S,book,True,III_book_entry,1,6,1,2,0,3,לב שמח
S0887,S,book,True,III_book_entry,1,10,3,0,0,7,לב שערים
S0890,S,book,True,III_book_entry,1,18,0,2,0,3,לבוש מלכות
S0893,S,book,True,III_book_entry,1,7,1,1,0,1,לוית חן
S0895,S,book,True,III_book_entry,1,1,1,0,0,26,לוית חן
S0896,S,book,True,III_book_entry,1,12,0,0,0,6,לוית חן
S0897,S,book,True,III_book_entry,1,2,2,0,0,5,לוית חן
S0898,S,book,True,III_book_entry,1,0,0,0,0,55,לחם אבירים
S0899,S,book,True,III_book_entry,1,8,0,3,0,12,לחם דמעה
S0902,S,book,True,III_book_entry,1,31,1,1,0,2,לחם מן השמים
S0904,S,book,True,III_book_entry,1,7,1,2,0,13,לחם מנחם
S0907,S,book,True,III_book_entry,1,4,2,1,0,9,לחם נקודים
S0908,S,book,True,III_book_entry,1,28,0,0,0,6,לחם סתרים
S0913,S,book,True,III_book_entry,1,11,2,1,0,3,לחם רב
S0914,S,book,True,III_book_entry,1,1,1,0,0,7,לחם רב
S0918,S,book,True,III_book_entry,1,0,0,0,0,2,לחמי תודה
S0919,S,book,True,III_book_entry,1,9,0,1,0,0,למנצח לדוד
S0920,S,book,True,III_book_entry,1,25,1,0,0,0,לפני ולפנים
S0923,S,book,True,III_book_entry,1,4,2,0,0,1,לקוטי פרדס
S0927,S,book,True,III_book_entry,1,11,0,0,0,2,לקוטים
S0929,S,book,True,III_book_entry,1,16,3,0,0,1,לקח טוב
S0935,S,book,True,III_book_entry,1,4,1,0,0,6,לשון בני אדם
S0938,S,book,True,III_book_entry,1,7,1,0,0,4,לשון למודים
S0939,S,book,True,III_book_entry,1,7,1,0,0,4,לשון ערומים
S0940,S,book,True,III_book_entry,1,4,0,2,0,6,לשון תורה
S0941,S,book,True,III_book_entry,1,0,1,0,0,0,לשם זבח
S0942,S,book,True,III_book_entry,1,45,1,0,0,2,מאה קשיטה
S0943,S,book,True,III_book_entry,1,45,1,0,0,3,מאה שערים
S0944,S,book,True,III_book_entry,1,9,1,0,0,6,מאה שערים
S0946,S,book,True,III_book_entry,1,1,0,1,0,6,ס' מאור
S0947,S,book,True,III_book_entry,1,72,1,0,0,2,ס' מאור
S0948,S,book,True,III_book_entry,1,11,0,1,0,11,מאור עינים
S0950,S,book,True,III_book_entry,1,0,0,0,0,2,מאור הקטן
S0956,S,book,True,III_book_entry,1,3,1,1,0,9,מאורי אור
S0958,S,book,True,III_book_entry,1,0,0,0,0,0,מאיר נתיב
S0959,S,book,True,III_book_entry,1,5,0,1,0,0,מאיר עיני חכמים
S0963,S,book,True,III_book_entry,1,0,0,0,0,41,מאמר מרדכי
S0964,S,book,True,III_book_entry,1,0,0,0,0,56,מאמר מרדכי
S0966,S,book,True,III_book_entry,1,39,0,0,0,5,מאמרי זעירא
S0968,S,book,True,III_book_entry,1,10,2,1,0,13,מבוא השמש
S0969,S,book,True,III_book_entry,1,6,4,1,0,2,מבוא שער השמים
S0974,S,book,True,III_book_entry,1,0,0,0,0,15,מגדל דוד
S0977,S,book,True,III_book_entry,1,26,0,0,0,9,מגדל עז
S0978,S,book,True,III_book_entry,1,0,0,0,0,2,מגדנים
S0990,S,book,True,III_book_entry,1,21,2,0,0,1,מגלת סתרים
S0995,S,book,True,III_book_entry,1,10,1,1,0,3,מגן אברהם
S0997,S,book,True,III_book_entry,1,1,0,0,0,0,מגן גבורים
S0998,S,book,True,III_book_entry,1,27,1,0,0,0,מגן דוד
S1000,S,book,True,III_book_entry,1,45,1,1,0,2,המדות
S1001,S,book,True,III_book_entry,1,4,1,0,0,6,מדת חכמים
S1002,S,book,True,III_book_entry,1,8,0,1,0,10,מדות הנפש
S1005,S,book,True,III_book_entry,1,3,1,0,0,4,מדרש בחדוש
S1008,S,book,True,III_book_entry,1,4,0,0,0,10,מדרש
S1010,S,book,True,III_book_entry,1,3,1,1,0,1,מדרשי התורה
S1011,S,book,True,III_book_entry,1,0,0,0,0,57,ס' מוסר
S1013,S,book,True,III_book_entry,1,8,1,2,0,11,מוצאי יום טוב
S1015,S,book,True,III_book_entry,1,72,4,0,0,10,מורה הנבוכים
S1017,S,book,True,III_book_entry,1,6,1,0,0,1,מורה צדק
S1019,S,book,True,III_book_entry,1,9,4,0,0,14,מחברת דונש
S1021,S,book,True,III_book_entry,1,49,3,0,0,1,מחזור
S1023,S,book,True,III_book_entry,1,14,1,0,0,7,מחיר יין
S1025,S,book,True,III_book_entry,1,31,2,0,0,1,ספר המחלוקות
S1026,S,book,True,III_book_entry,1,0,0,0,0,2,מחנה אהרן
S1029,S,book,True,III_book_entry,1,6,1,1,0,2,מחנה דן
S1031,S,book,True,III_book_entry,1,9,1,0,0,9,מחנה יהודה
S1033,S,book,True,III_book_entry,1,3,1,1,0,4,מחנה ראובן
S1035,S,book,True,III_book_entry,1,37,0,1,0,3,מטה אשר
S1036,S,book,True,III_book_entry,1,0,0,0,0,9,מטה דן
S1041,S,book,True,III_book_entry,1,5,0,2,0,3,מטה שמעון
S1043,S,book,True,III_book_entry,1,18,1,0,0,15,מטתו שלשלמה
S1044,S,book,True,III_book_entry,1,2,0,1,0,9,מי באר
S1046,S,book,True,III_book_entry,1,9,2,0,0,15,ס' מילואים
S1049,S,book,True,III_book_entry,1,0,0,0,0,9,מילי דאבות
S1052,S,book,True,III_book_entry,1,10,0,3,0,5,מימי ישראל
S1056,S,book,True,III_book_entry,1,55,0,2,0,8,מכשירי מילה
S1060,S,book,True,III_book_entry,1,0,2,2,0,0,מכתם
S1063,S,book,True,III_book_entry,1,31,1,0,0,17,מלאכה אלהית
S1064,S,book,True,III_book_entry,1,31,1,0,0,17,מלאכת מושכלת
S1070,S,book,True,III_book_entry,1,72,1,0,0,10,מלחמת מצוה
S1071,S,book,True,III_book_entry,1,6,3,0,0,4,מלחמת מצוה
S1072,S,book,True,III_book_entry,1,3,1,0,0,4,ס' המלך
S1073,S,book,True,III_book_entry,1,0,2,0,0,2,מלכות
S1076,S,book,True,III_book_entry,1,7,2,0,0,10,מלמד תלמידים
S1078,S,book,True,III_book_entry,1,2,1,0,0,3,מנהגי הבדיקה
S1083,S,book,True,III_book_entry,1,14,3,0,0,1,ס' המנוחה
S1088,S,book,True,III_book_entry,1,7,1,1,0,4,מנחת בכורים
S1090,S,book,True,III_book_entry,1,0,0,0,0,4,מנחת יהודה
S1091,S,book,True,III_book_entry,1,0,0,0,0,13,מנחת יהודה
S1093,S,book,True,III_book_entry,1,10,1,0,0,13,מנחת כהן
S1095,S,book,True,III_book_entry,1,23,2,2,0,0,מנחת קנאות
S1098,S,book,True,III_book_entry,1,3,1,0,0,4,מנחת שמואל
S1100,S,book,True,III_book_entry,1,0,1,0,0,6,מסורת ירושלמי
S1104,S,book,True,III_book_entry,1,4,2,0,0,2,מספרים תהלות ה
S1111,S,book,True,III_book_entry,1,0,0,0,0,4,מעיל שמואל
S1112,S,book,True,III_book_entry,1,45,1,0,0,2,מעין גנים
S1113,S,book,True,III_book_entry,1,1,1,0,0,6,מעין גנים
S1114,S,book,True,III_book_entry,1,0,0,0,0,11,מעין גנים
S1115,S,book,True,III_book_entry,1,10,0,0,0,5,מעין חכמה
S1117,S,book,True,III_book_entry,1,0,0,0,0,1,מעינות חכמה
S1118,S,book,True,III_book_entry,1,31,1,0,0,17,ס' המעללים
S1121,S,book,True,III_book_entry,1,4,1,0,0,6,מענה לשון
S1125,S,book,True,III_book_entry,1,27,3,1,0,2,מעשה חושב
S1126,S,book,True,III_book_entry,1,6,1,1,0,10,מעשה חושב
S1135,S,book,True,III_book_entry,1,2,1,1,0,7,מצודת דוד ומצודת ציון
S1137,S,book,True,III_book_entry,1,14,2,1,0,5,מצח אהרן
S1138,S,book,True,III_book_entry,1,14,3,0,0,5,מצנפת אהרן
S1141,S,book,True,III_book_entry,1,40,0,0,0,4,ס' מקדש
S1145,S,book,True,III_book_entry,1,3,0,0,0,11,מקוה ישראל
S1150,S,book,True,III_book_entry,1,9,1,0,0,12,מקור חיים
S1151,S,book,True,III_book_entry,1,7,1,2,0,4,מקור חכמה
S1158,S,book,True,III_book_entry,1,0,0,0,0,7,מראה צדק
S1159,S,book,True,III_book_entry,1,31,1,0,0,17,המראות העליונות
S1161,S,book,True,III_book_entry,1,2,0,1,0,6,מרביץ תורה בישראל
S1162,S,book,True,III_book_entry,1,22,0,1,0,0,מרגלית טובה
S1163,S,book,True,III_book_entry,1,0,0,0,0,14,מרגניתא טבא
S1169,S,book,True,III_book_entry,1,6,0,0,0,8,משאת בנימין
S1172,S,book,True,III_book_entry,1,3,0,0,0,11,משבית מלחמות
S1174,S,book,True,III_book_entry,1,1,1,0,0,2,משיבת נפש
S1175,S,book,True,III_book_entry,1,67,1,1,0,0,משיבת נפש
S1176,S,book,True,III_book_entry,1,8,1,0,0,5,משך הזרע
S1177,S,book,True,III_book_entry,1,2,1,0,0,15,ס' המשכון
S1178,S,book,True,III_book_entry,1,9,0,2,0,5,משכיל לדוד
S1179,S,book,True,III_book_entry,1,15,2,1,0,2,ס' המשכילים
S1181,S,book,True,III_book_entry,1,39,0,0,0,5,משלי
S1182,S,book,True,III_book_entry,1,31,1,0,0,17,ס' המשלים
S1190,S,book,True,III_book_entry,1,0,0,0,0,11,משנת רבי אליעזר
S1191,S,book,True,III_book_entry,1,39,0,0,0,5,משנת ר' אליעזר
S1196,S,book,True,III_book_entry,1,26,0,0,0,4,משפט שלום
S1197,S,book,True,III_book_entry,1,23,1,0,0,1,משפטי שבועות
S1201,S,book,True,III_book_entry,1,15,0,1,0,11,מתוק האור
S1202,S,book,True,III_book_entry,1,71,0,0,0,0,מתיבות
S1212,S,book,True,III_book_entry,1,31,1,0,0,17,ספר הנבואה
S1213,S,book,True,III_book_entry,1,0,0,0,0,4,נבואת הילד
S1215,S,book,True,III_book_entry,1,0,0,0,0,4,נהר שלום
S1219,S,book,True,III_book_entry,1,0,0,0,0,4,נזירות שמשון
S1224,S,book,True,III_book_entry,1,9,1,0,0,8,נחלת אריאל
S1225,S,book,True,III_book_entry,1,3,1,0,0,7,נחלת בנימן
S1227,S,book,True,III_book_entry,1,0,0,0,0,2,נחלת יעקב
S1228,S,book,True,III_book_entry,1,11,1,1,0,7,נחלת יעקב
S1234,S,book,True,III_book_entry,1,1,0,1,0,1,נחמני
S1241,S,book,True,III_book_entry,1,31,1,0,0,17,ספר הנסיונות
S1243,S,book,True,III_book_entry,1,7,2,1,0,13,"ס' הנפש להרמב""ם"
S1244,S,book,True,III_book_entry,1,45,1,0,0,2,הנפש
S1245,S,book,True,III_book_entry,1,15,0,1,0,0,נפתולי אלהים
S1246,S,book,True,III_book_entry,1,0,0,1,0,25,נפתלי שבע רצון
S1248,S,book,True,III_book_entry,1,0,1,0,0,33,נצח ישראל
S1251,S,book,True,III_book_entry,1,7,1,0,0,4,נר ישראל
S1252,S,book,True,III_book_entry,1,0,0,0,0,11,נר המזרחי
S1261,S,book,True,III_book_entry,1,0,0,0,0,43,סאת סלת
S1262,S,book,True,III_book_entry,1,15,0,1,0,5,סבר יוסף
S1263,S,book,True,III_book_entry,1,0,0,0,0,5,סדר אליהו
S1265,S,book,True,III_book_entry,1,5,1,3,0,3,סדר אליהו רבא וזוטא
S1269,S,book,True,III_book_entry,1,3,1,0,0,3,סדר היום
S1271,S,book,True,III_book_entry,1,39,2,0,0,1,סדר העבור
S1278,S,book,True,III_book_entry,1,67,2,0,0,1,סדר תנאים ואמוראים
S1282,S,book,True,III_book_entry,1,10,0,1,0,5,סוד החשמל
S1283,S,book,True,III_book_entry,1,3,0,0,0,4,סוד ה
S1284,S,book,True,III_book_entry,1,2,0,3,0,5,סוד ה
S1285,S,book,True,III_book_entry,1,10,1,0,0,5,סוד הנקוד
S1290,S,book,True,III_book_entry,1,0,0,0,0,30,סוכת דוד
S1292,S,book,True,III_book_entry,1,17,0,2,0,0,סיומא דפסקא
S1293,S,book,True,III_book_entry,1,0,2,0,0,5,סייג לתורה
S1294,S,book,True,III_book_entry,1,2,2,0,0,11,סימנים דאורייתא
S1297,S,book,True,III_book_entry,1,7,1,0,0,2,סלת בלולה
S1303,S,book,True,III_book_entry,1,4,0,1,0,10,ספר בדיני תפלה ומועד
S1307,S,book,True,III_book_entry,1,6,0,0,0,15,ספר בעיקרי האמונה
S1310,S,book,True,III_book_entry,1,11,1,0,0,5,ספר שירים
S1311,S,book,True,III_book_entry,1,4,1,0,0,2,"ספר על שרשים וכללי הש""ס"
S1314,S,book,True,III_book_entry,1,0,0,0,0,2,ספרא דאדם קדמאה
S1316,S,book,True,III_book_entry,1,8,2,0,0,2,ספרא דחנוך
S1322,S,book,True,III_book_entry,1,18,5,0,0,5,ספרי דבי רב
S1327,S,book,True,III_book_entry,1,31,1,1,0,0,ספר
S1331,S,book,True,III_book_entry,1,9,2,0,0,4,עבודת הגרשוני
S1334,S,book,True,III_book_entry,1,0,0,0,0,1,עבודת הלוי
S1337,S,book,True,III_book_entry,1,18,1,0,0,15,עבותות האהבה
S1338,S,book,True,III_book_entry,1,10,0,0,0,3,עדות ביהוסף
S1344,S,book,True,III_book_entry,1,7,1,1,0,2,עוגה קטנה
S1345,S,book,True,III_book_entry,1,2,2,0,0,10,עוגת רצפים
S1349,S,book,True,III_book_entry,1,45,1,1,0,2,עולם קטן
S1352,S,book,True,III_book_entry,1,20,3,0,0,2,עולת תמיד
S1355,S,book,True,III_book_entry,1,0,0,0,0,13,עז והדר
S1359,S,book,True,III_book_entry,1,3,0,0,0,13,עט סופר
S1365,S,book,True,III_book_entry,1,0,1,2,0,0,עטרת פז
S1367,S,book,True,III_book_entry,1,4,0,1,0,4,עטרת צבי
S1379,S,book,True,III_book_entry,1,10,1,0,0,12,עיני העדה
S1382,S,book,True,III_book_entry,1,8,1,0,0,7,עיר גבורים
S1386,S,book,True,III_book_entry,1,16,0,1,0,0,על הנסים
S1387,S,book,True,III_book_entry,1,0,0,0,0,35,עלה דיונה
S1388,S,book,True,III_book_entry,1,12,2,0,0,18,עליות רבינו יונה לבתרא
S1393,S,book,True,III_book_entry,1,8,1,0,0,7,עמודי שש
S1397,S,book,True,III_book_entry,1,3,1,0,0,5,עמק יהושע
S1404,S,book,True,III_book_entry,1,9,1,2,0,3,עץ הגן
S1405,S,book,True,III_book_entry,1,9,3,1,0,3,עץ הדעת
S1406,S,book,True,III_book_entry,1,8,1,0,0,11,עץ הדעת
S1408,S,book,True,III_book_entry,1,9,1,1,0,3,עץ הדר
S1410,S,book,True,III_book_entry,1,0,0,0,0,58,עץ חיים
S1411,S,book,True,III_book_entry,1,9,1,1,0,3,עץ חיים
S1425,S,book,True,III_book_entry,1,15,0,1,0,2,ערכי הכנויים
S1426,S,book,True,III_book_entry,1,3,1,0,0,4,עשרה דברים
S1429,S,book,True,III_book_entry,1,41,3,1,0,7,"עט""ז"
S1430,S,book,True,III_book_entry,1,41,2,1,0,4,"ע""ש"
S1431,S,book,True,III_book_entry,1,72,1,0,0,16,פאר הדור
S1432,S,book,True,III_book_entry,1,0,0,0,0,0,פאר הלכה
S1433,S,book,True,III_book_entry,1,5,1,0,0,10,פדה צור
S1434,S,book,True,III_book_entry,1,39,3,0,0,1,פדות ופורקן
S1435,S,book,True,III_book_entry,1,33,2,1,0,4,פועל צדק
S1437,S,book,True,III_book_entry,1,13,1,0,0,0,פורת יוסף
S1441,S,book,True,III_book_entry,1,1,3,0,0,6,פי שנים
S1444,S,book,True,III_book_entry,1,22,1,2,0,0,פירוש מגילת אסתר
S1448,S,book,True,III_book_entry,1,18,1,0,0,15,פירוש הושע
S1456,S,book,True,III_book_entry,1,26,4,0,0,0,"פירוש על הלכות הרי""ף"
S1460,S,book,True,III_book_entry,1,26,1,0,0,2,פירוש הירושלמי
S1461,S,book,True,III_book_entry,1,3,1,0,0,0,פירוש הירושלמי סדר זרעים
S1463,S,book,True,III_book_entry,1,9,2,0,0,0,פירוש הירושלמי סדר זרעים ושקלים
S1464,S,book,True,III_book_entry,1,5,2,0,0,2,פירוש מאמרי מדרש רבה ומאמרי עין יעקב
S1471,S,book,True,III_book_entry,1,14,0,0,0,6,פירוש משניות זרעים וטהרות
S1472,S,book,True,III_book_entry,1,4,0,2,0,6,פירוש סדר עבודה
S1479,S,book,True,III_book_entry,1,6,4,0,0,8,"פי' על פי' רש""י עה""ת"
S1482,S,book,True,III_book_entry,1,28,1,0,0,0,פירוש קינין
S1483,S,book,True,III_book_entry,1,1,1,0,0,1,"פירוש רד""ק על תהלים"
S1485,S,book,True,III_book_entry,1,17,2,2,0,0,"פירוש רש""י שיש בהרי""ף"
S1487,S,book,True,III_book_entry,1,5,3,0,0,2,"פירוש על ש""ע א""ח ועל ש""ע י""ד"
S1489,S,book,True,III_book_entry,1,13,0,1,0,15,פירוש קצת תוספתא מנזיקין
S1495,S,book,True,III_book_entry,1,9,2,0,0,1,"פירוש על כל תנ""ך"
S1496,S,book,True,III_book_entry,1,4,1,1,0,5,"פירוש מלוקט על כל תנ""ך"
S1498,S,book,True,III_book_entry,1,14,1,1,0,0,פירוש על התלמוד
S1509,S,book,True,III_book_entry,1,9,0,0,0,12,פירושים על מגילת אסתר
S1511,S,book,True,III_book_entry,1,23,2,0,0,0,"פירושים על פי' הראב""ע על התורה"
S1514,S,book,True,III_book_entry,1,45,0,1,0,2,פלח הרמון
S1519,S,book,True,III_book_entry,1,17,1,1,0,7,פלפלא חריפא
S1521,S,book,True,III_book_entry,1,7,1,0,0,4,פני האדמה
S1530,S,book,True,III_book_entry,1,1,1,0,0,5,פני משה
S1532,S,book,True,III_book_entry,1,9,0,0,0,3,פני שלמה
S1536,S,book,True,III_book_entry,1,31,1,0,0,3,פסח מעובין
S1544,S,book,True,III_book_entry,1,31,2,0,0,1,"פסקי ריא""ז"
S1549,S,book,True,III_book_entry,1,28,1,0,0,0,"פסקי ר""ה"
S1550,S,book,True,III_book_entry,1,19,1,3,0,9,פסקי תוספות
S1558,S,book,True,III_book_entry,1,6,2,0,0,2,פרורי פת הקמח
S1562,S,book,True,III_book_entry,1,7,0,0,0,3,פרחי כהונה
S1563,S,book,True,III_book_entry,1,2,0,1,0,19,פרחי שושנים
S1568,S,book,True,III_book_entry,1,0,0,0,0,4,פרי חדש
S1576,S,book,True,III_book_entry,1,0,9,1,0,7,פרנס
S1578,S,book,True,III_book_entry,1,39,0,1,0,5,פרקי אליהו
S1579,S,book,True,III_book_entry,1,39,0,0,0,5,פרקי ר' אליעזר
S1580,S,book,True,III_book_entry,1,39,0,0,0,5,פרקי גן עדן
S1586,S,book,True,III_book_entry,1,31,1,0,0,1,ספר הפשוטים
S1588,S,book,True,III_book_entry,1,6,1,0,0,4,פתורא דדהבא
S1593,S,book,True,III_book_entry,1,24,2,0,0,0,ספר הצבא
S1594,S,book,True,III_book_entry,1,45,1,0,0,2,צבאות ה
S1597,S,book,True,III_book_entry,1,2,2,0,0,24,צדקה לחיים
S1599,S,book,True,III_book_entry,1,15,1,0,0,5,צוף דבש
S1602,S,book,True,III_book_entry,1,17,1,0,0,7,צורת הבית
S1603,S,book,True,III_book_entry,1,3,1,0,0,12,צח ואדום
S1604,S,book,True,III_book_entry,1,0,0,0,0,0,צחות ומאזנים
S1607,S,book,True,III_book_entry,1,26,0,0,0,9,ציצים ופרחים
S1608,S,book,True,III_book_entry,1,3,0,0,0,16,ציצית נובל
S1614,S,book,True,III_book_entry,1,0,0,0,0,59,צנצנת המן
S1617,S,book,True,III_book_entry,1,75,1,0,0,1,צפנת פענח
S1618,S,book,True,III_book_entry,1,6,1,1,0,0,צפנת פענח
S1621,S,book,True,III_book_entry,1,1,0,2,0,2,צרוף
S1622,S,book,True,III_book_entry,1,1,1,0,0,11,צרור החיים
S1624,S,book,True,III_book_entry,1,0,0,0,0,0,צרור הכסף
S1625,S,book,True,III_book_entry,1,2,0,0,0,3,צרור הכסף
S1626,S,book,True,III_book_entry,1,3,1,0,0,4,צרור הכסף
S1631,S,book,True,III_book_entry,1,11,0,0,0,11,קבוצת כסף
S1633,S,book,True,III_book_entry,1,8,1,0,0,5,קדושה וברכה
S1635,S,book,True,III_book_entry,1,4,2,0,0,5,קהלות משה
S1636,S,book,True,III_book_entry,1,6,2,0,0,12,קהלת בן דוד
S1637,S,book,True,III_book_entry,1,0,0,0,0,10,קהלת יעקב
S1639,S,book,True,III_book_entry,1,9,2,0,0,2,קהלת יעקב
S1640,S,book,True,III_book_entry,1,1,1,0,0,7,קול אליהו
S1645,S,book,True,III_book_entry,1,0,0,0,0,12,קול יהודה
S1649,S,book,True,III_book_entry,1,26,1,0,0,5,קול הרמז
S1650,S,book,True,III_book_entry,1,22,1,0,0,0,קונטרס אגרת בקרת
S1659,S,book,True,III_book_entry,1,36,1,2,0,2,קונטרס לגיטין
S1677,S,book,True,III_book_entry,1,0,0,0,0,9,קונטרס מקנת כסף בקנין כסף
S1680,S,book,True,III_book_entry,1,6,1,1,0,0,קונטרס הסוגיות
S1681,S,book,True,III_book_entry,1,32,1,1,0,4,"קונטרס סמ""ע"
S1684,S,book,True,III_book_entry,1,3,0,1,0,9,קונטרס בקנינין
S1694,S,book,True,III_book_entry,1,19,1,1,0,2,קינת סתרים
S1695,S,book,True,III_book_entry,1,3,0,0,0,11,קיקיון דיונה
S1698,S,book,True,III_book_entry,1,5,1,1,0,17,קנאת אפרים
S1702,S,book,True,III_book_entry,1,7,0,2,0,4,קנה חכמה
S1703,S,book,True,III_book_entry,1,9,1,0,0,9,קערת כסף
S1704,S,book,True,III_book_entry,1,3,1,0,0,4,קץ לתכונה
S1706,S,book,True,III_book_entry,1,1,0,1,0,2,קצור דינים
S1709,S,book,True,III_book_entry,1,7,0,1,0,8,קצור כבוד חכמים
S1711,S,book,True,III_book_entry,1,10,1,0,0,13,קצור מאמר התערובות
S1721,S,book,True,III_book_entry,1,26,0,1,0,1,קצור שבלי הלקט
S1725,S,book,True,III_book_entry,1,0,1,0,0,0,קצור ס' התרומה
S1726,S,book,True,III_book_entry,1,23,4,1,0,0,"קצור תשובות הרא""ש"
S1727,S,book,True,III_book_entry,1,6,0,2,0,2,קרא משה
S1728,S,book,True,III_book_entry,1,14,0,5,0,5,קרבן אהרן
S1729,S,book,True,III_book_entry,1,5,1,1,0,10,קרבן אליצור
S1735,S,book,True,III_book_entry,1,31,1,0,0,17,קריאת השמירה
S1736,S,book,True,III_book_entry,1,0,0,0,0,13,קריה נאמנה
S1737,S,book,True,III_book_entry,1,27,0,1,0,2,קרית ארבע
S1738,S,book,True,III_book_entry,1,2,0,0,0,7,קרית חנה
S1740,S,book,True,III_book_entry,1,67,2,0,0,12,קרית ספר
S1741,S,book,True,III_book_entry,1,16,1,1,0,6,קרית ספר
S1744,S,book,True,III_book_entry,1,12,0,1,0,12,קרן שמואל
S1753,S,book,True,III_book_entry,1,6,1,2,0,13,ראש משביר
S1754,S,book,True,III_book_entry,1,4,1,2,0,13,ראשון לציון
S1757,S,book,True,III_book_entry,1,5,1,0,0,17,רב ברכות
S1759,S,book,True,III_book_entry,1,0,0,0,0,6,רב פנינים
S1760,S,book,True,III_book_entry,1,8,1,0,0,7,רבבות אפרים
S1764,S,book,True,III_book_entry,1,5,1,0,0,17,רוח חן
S1765,S,book,True,III_book_entry,1,12,1,1,0,5,רוח שמואל
S1767,S,book,True,III_book_entry,1,31,1,0,0,17,ספר הרזיאל
S1769,S,book,True,III_book_entry,1,4,0,1,0,2,רחובות הנהר
S1770,S,book,True,III_book_entry,1,11,0,0,0,3,ריב לשונות
S1773,S,book,True,III_book_entry,1,26,1,0,0,2,רמז הרומז
S1778,S,book,True,III_book_entry,1,1,1,0,0,19,רפדוני בתפוחים
S1779,S,book,True,III_book_entry,1,31,1,0,0,17,ס' הרפואות
S1780,S,book,True,III_book_entry,1,31,1,0,0,17,ס' הרצון
S1781,S,book,True,III_book_entry,1,1,1,0,0,6,רצוף אהבה
S1784,S,book,True,III_book_entry,1,0,0,0,0,0,רקמה
S1785,S,book,True,III_book_entry,1,0,0,0,0,37,רשפי אש
S1788,S,book,True,III_book_entry,1,2,0,1,0,8,שאגת אריה
S1799,S,book,True,III_book_entry,1,12,1,0,0,6,"שו""ת הרב שבתי גרמיזאן"
S1804,S,book,True,III_book_entry,1,4,0,1,0,2,שארית יוסף
S1806,S,book,True,III_book_entry,1,10,0,0,0,5,שארית ישראל
S1808,S,book,True,III_book_entry,1,5,1,1,0,5,שבות יהודה
S1812,S,book,True,III_book_entry,1,9,0,0,0,1,שבילי תרומה
S1815,S,book,True,III_book_entry,1,1,2,1,0,16,שבלת הלקט
S1819,S,book,True,III_book_entry,1,10,3,0,0,5,שבר יוסף
S1821,S,book,True,III_book_entry,1,45,1,0,0,2,שבתות ה
S1824,S,book,True,III_book_entry,1,3,1,0,0,7,שדה יער
S1827,S,book,True,III_book_entry,1,2,1,1,0,12,שולי המעיל
S1831,S,book,True,III_book_entry,1,15,2,2,0,2,שושנה
S1832,S,book,True,III_book_entry,1,6,1,2,0,7,שושנת יעקב
S1834,S,book,True,III_book_entry,1,13,1,0,0,4,שחיטות ובדיקות
S1835,S,book,True,III_book_entry,1,9,0,1,0,3,שי למורא
S1837,S,book,True,III_book_entry,1,7,0,0,0,6,שיח יצחק
S1841,S,book,True,III_book_entry,1,8,0,0,0,2,שיטות
S1844,S,book,True,III_book_entry,1,7,0,0,0,6,"שיטות על הש""ס"
S1848,S,book,True,III_book_entry,1,26,1,0,0,2,שיר חדש
S1849,S,book,True,III_book_entry,1,1,1,0,0,13,שיר מכתם
S1857,S,book,True,III_book_entry,1,2,0,1,0,1,ס' השלחן
S1860,S,book,True,III_book_entry,1,5,0,4,0,4,שלחן מלכים
S1861,S,book,True,III_book_entry,1,0,0,0,0,4,שלחן עצי שטים
S1864,S,book,True,III_book_entry,1,0,0,0,0,13,שלטי הגבורים
